,Stock Name,Price 6/27/2016,Price 6/28/2016,%Change
2412,"""VKTX""",1.18,1.18,0
2413,"""VBFC""",23.5,22.5,-4.255319149
2414,"""VFF""",1.195,1.119,-6.359832636
2415,"""VNOM""",17.89,18.45,3.130240358
2416,"""VIR""",53.5,54.96,2.728971963
2417,"""VIRC""",4.11,4.26,3.649635036
2418,"""VTSI""",0.2,0.195,-2.5
2419,"""VIRT""",17.31,17.56,1.444251878
2420,"""VRTS""",73.49,70.25,-4.408763097
2421,"""BBC""",16.83,17.75,5.466428996
2422,"""BBP""",24.871,25.757,3.562381891
2423,"""VRTU""",28.03,28.24,0.749197289
2424,"""VISL""",111,122,9.90990991
2425,"""VTGN""",3.474,3.45,-0.690846287
2426,"""VIVE""",4.76,4.25,-10.71428571
2427,"""VVPR""",10.07,10.07,0
2428,"""VVUS""",1.07,1.1,2.803738318
2429,"""VOXX""",2.72,2.76,1.470588235
2430,"""VSEC""",65.16,65.98,1.258440761
2431,"""VTVT""",5.73,5.9,2.966841187
2432,"""VUZI""",5.85,6.24,6.666666667
2433,"""WBA""",79.39,79.88,0.617206197
2434,"""WSG""",0.371,0.368,-0.808625337
2435,"""WAFD""",22.84,23.25,1.795096322
2436,"""WASH""",36.53,36.9,1.012866137
2437,"""WSBF""",14.87,14.96,0.605245461
2438,"""WVE""",20.01,20.15,0.699650175
2439,"""WSTG""",18.35,18.45,0.544959128
2440,"""WDFC""",112.04,113.7,1.481613709
2441,"""WB""",26.45,26.88,1.625708885
2442,"""WEBK""",20.38,20.38,0
2443,"""WEN""",9.31,9.37,0.644468314
2444,"""WERN""",21.71,22.04,1.520036849
2445,"""WSBC""",29.53,30.02,1.659329495
2446,"""WTBA""",17.56,17.72,0.911161731
2447,"""WABC""",46.74,47.45,1.519041506
2448,"""WSTL""",0.681,0.7,2.790014684
2449,"""WDC""",42.18,44.11,4.57562826
2450,"""WNEB""",7.38,7.52,1.89701897
2451,"""WPRT""",1.46,1.67,14.38356164
2452,"""WWR""",1.46,1.55,6.164383562
2453,"""WEYS""",26.92,27.66,2.748885587
2454,"""WHLR""",1.52,1.52,0
2455,"""WHLRP""",21.058,20.702,-1.690568905
2456,"""WHF""",10.51,10.52,0.095147479
2457,"""WHLM""",6.11,6.75,10.47463175
2458,"""WVVI""",8.15,8.38,2.82208589
2459,"""WLDN""",10.13,10.33,1.974333662
2460,"""WLFC""",22.05,22.37,1.451247166
2461,"""WLTW""",113.4,117.56,3.668430335
2462,"""WSC""",9.79,9.79,0
2463,"""WING""",25.96,26.11,0.577812018
2464,"""WINA""",94.99,98.71,3.916201705
2465,"""WINS""",14.76,15.4,4.33604336
2466,"""WTFC""",46.88,48.74,3.967576792
2467,"""WTFCM""",28.24,29.02,2.76203966
2468,"""AGND""",41.687,41.72,0.079161369
2469,"""CXSE""",44.47,44.47,0
2470,"""EMCG""",19.755,20.326,2.890407492
2471,"""EMCB""",69.11,69.2,0.130227174
2472,"""DGRE""",20.5,20.957,2.229268293
2473,"""DXGE""",23.38,23.743,1.552609068
2474,"""HYZD""",22.172,22.37,0.893018221
2475,"""AGZD""",47.557,47.56,0.00630822
2476,"""WETF""",8.85,9.07,2.485875706
2477,"""DXJS""",27.58,28.32,2.683103698
2478,"""GULF""",16.41,16.384,-0.158439976
2479,"""HYND""",19.39,19.39,0
2480,"""DGRW""",30.1,30.59,1.627906977
2481,"""DGRS""",27.35,27.506,0.570383912
2482,"""WIX""",27.41,28.51,4.013133893
2483,"""WWD""",53.52,54.51,1.849775785
2484,"""WDAY""",69.46,70.72,1.813993665
2485,"""WKHS""",6.66,6.4,-3.903903904
2486,"""WRLD""",41.17,41.95,1.894583435
2487,"""WMGI""",16.14,16.27,0.805452292
2488,"""WSFS""",30.81,30.93,0.389483934
2489,"""WVFC""",11.87,11.5,-3.117101938
2490,"""WW""",10.83,11.41,5.355493998
2491,"""WYNN""",87.69,88.28,0.672824723
2492,"""XBIT""",18.84,19.1,1.380042463
2493,"""XELB""",5.09,5.12,0.589390963
2494,"""XEL""",43.72,43.75,0.068618481
2495,"""XNCR""",12.54,16.56,32.05741627
2496,"""XENE""",6,5.88,-2
2497,"""XLNX""",43.84,44.75,2.075729927
2498,"""XOMA""",0.451,0.454,0.66518847
2499,"""XPER""",29.47,29.76,0.984051578
2500,"""XSPA""",1.95,2,2.564102564
2501,"""XTLB""",1.17,1.14,-2.564102564
2502,"""XNET""",5.08,5.19,2.165354331
2503,"""YNDX""",19.9,20.93,5.175879397
2504,"""YTEN""",0.852,0.818,-3.990610329
2505,"""YIN""",13.5,13.21,-2.148148148
2506,"""YGYI""",0.3,0.303,1
2507,"""YRCW""",7.96,8.38,5.27638191
2508,"""YY""",32.07,33.22,3.585905831
2509,"""ZFGN""",5.69,5.89,3.514938489
2510,"""ZAGG""",4.79,4.94,3.131524008
2511,"""ZBRA""",49.61,50.76,2.318081032
2512,"""Z""",32.81,33.74,2.834501676
2513,"""ZG""",33.01,34.1,3.302029688
2514,"""ZN""",1.48,1.54,4.054054054
2515,"""ZION""",23.59,24.39,3.391267486
2516,"""ZIOP""",5.31,5.58,5.084745763
2517,"""ZIXI""",3.62,3.72,2.762430939
2518,"""ZGNX""",7.35,7.89,7.346938776
2519,"""ZSAN""",1.11,1.48,33.33333333
2520,"""ZUMZ""",14.01,13.82,-1.356174161
2521,"""ZYNE""",7.09,6.57,-7.334273625
2522,"""ZYXI""",0.23,0.25,8.695652174
2523,"""ZNGA""",2.32,2.36,1.724137931
2524,"""DDD""",11.67,12.33,5.655526992
2525,"""MMM""",167.19,169.59,1.435492553
2526,"""WBAI""",15.99,16.53,3.377110694
2527,"""WUBA""",44.16,45.64,3.351449275
2528,"""EGHT""",13.36,13.66,2.245508982
2529,"""AHC""",4.84,4.8,-0.826446281
2530,"""AOS""",81.85,83.68,2.23579719
2531,"""ATEN""",6.07,6.2,2.141680395
2532,"""AIR""",22.28,22.06,-0.987432675
2533,"""AAN""",21.1,21.19,0.426540284
2534,"""ABB""",19.29,19.33,0.207361327
2535,"""ABT""",36.95,37.56,1.650879567
2536,"""ABBV""",58.68,59.99,2.232447171
2537,"""ANF""",16.8,16.95,0.892857143
2538,"""AGD""",8.06,8.17,1.364764268
2539,"""AWP""",5.17,5.25,1.547388781
2540,"""ACP""",11.69,11.76,0.598802395
2541,"""JEQ""",7.39,7.58,2.571041949
2542,"""AOD""",6.98,7.05,1.00286533
2543,"""ABM""",35.23,35.24,0.028384899
2544,"""AKR""",33.83,34.44,1.803133314
2545,"""ACN""",109.29,110.56,1.162045933
2546,"""ACCO""",9.77,9.79,0.204708291
2547,"""ATV""",5.3,5.47,3.20754717
2548,"""AYI""",232.92,244.66,5.040357204
2549,"""ADX""",12.09,12.29,1.654259719
2550,"""PEO""",19.06,19.4,1.783840504
2551,"""AGRO""",10.43,10.49,0.575263663
2552,"""ATGE""",16.97,16.75,-1.296405421
2553,"""AAP""",153.78,156.98,2.080894785
2554,"""WMS""",24.86,25.37,2.051488335
2555,"""AVK""",13.5,13.67,1.259259259
2556,"""ACM""",29.45,30.18,2.478777589
2557,"""AEB""",24.29,24.68,1.605599012
2558,"""AEG""",4.03,4.04,0.248138958
2559,"""AER""",31.55,32.14,1.870047544
2560,"""AJRD""",17.43,17.75,1.835915089
2561,"""AMG""",132.73,136.54,2.870488963
2562,"""AFL""",67.33,68.85,2.257537502
2563,"""MITT""",13.69,14.03,2.483564646
2564,"""AGCO""",45.51,46.12,1.340364755
2565,"""A""",42.26,43.11,2.011358258
2566,"""AEM""",52.54,52.32,-0.418728588
2567,"""ADC""",46.69,46.9,0.449775112
2568,"""AL""",24.93,25.34,1.644604894
2569,"""APD""",134.82,136.72,1.409286456
2570,"""AYR""",18.96,18.84,-0.632911392
2571,"""AKS""",4.07,4.24,4.176904177
2572,"""ALG""",59.12,59.63,0.862652233
2573,"""AGI""",8.28,8.17,-1.328502415
2574,"""ALK""",55.66,56.71,1.886453467
2575,"""AIN""",38.2,38.35,0.392670157
2576,"""ALB""",75.34,78.29,3.915582692
2577,"""AA""",21.8673,22.42,2.527518258
2578,"""ALC""",5.02,5.02,0
2579,"""ALEX""",34.81,35.21,1.149095088
2580,"""ALX""",371.72,384.71,3.494565802
2581,"""ARE""",99.13,99.86,0.736406739
2582,"""AQN""",9.079,9.02,-0.649851305
2583,"""BABA""",74.23,76.28,2.76168665
2584,"""Y""",513.45,526.28,2.498782744
2585,"""ATI""",11.56,11.95,3.373702422
2586,"""ALLE""",64.02,66.41,3.733208372
2587,"""AGN""",217.48,227.72,4.708478941
2588,"""ALE""",62.01,62.52,0.822447992
2589,"""ADS""",186.4,187.46,0.568669528
2590,"""AFB""",15.12,15.07,-0.330687831
2591,"""AWF""",11.91,12.1,1.595298069
2592,"""AB""",21.56,22.19,2.922077922
2593,"""AIO""",93.93,103.75,10.45459385
2594,"""CBH""",0.135,0.135,0
2595,"""NCV""",5.9,5.98,1.355932203
2596,"""NCZ""",5.13,5.18,0.974658869
2597,"""ACV""",17.14,17.39,1.458576429
2598,"""NIE""",17.9,18.05,0.837988827
2599,"""NFJ""",11.93,12.08,1.257334451
2600,"""ALSN""",26.57,27.41,3.161460294
2601,"""ALL""",66.06,67.73,2.528004844
2602,"""ALLY""",14.9,15.28,2.55033557
2603,"""MO""",67.93,67.91,-0.029442073
2604,"""ACH""",7.52,7.82,3.989361702
2605,"""ABEV""",5.47,5.62,2.742230347
2606,"""AMC""",26.02,26.51,1.883166795
2607,"""AMCR""",11.18,11.18,0
2608,"""AEE""",52.31,52.28,-0.057350411
2609,"""AMRC""",4.33,4.3,-0.692840647
2610,"""AMOV""",11.4,11.755,3.114035088
2611,"""AMX""",11.4,11.73,2.894736842
2612,"""AAT""",40.71,41.59,2.161631049
2613,"""AXL""",13.76,13.77,0.072674419
2614,"""ACC""",50.34,51.62,2.542709575
2615,"""AEO""",15.41,15.63,1.427644387
2616,"""AEP""",68.35,68.64,0.424286759
2617,"""AEL""",13.6,13.62,0.147058824
2618,"""AXP""",57.67,57.9,0.398820877
2619,"""AFG""",69.25,70.74,2.151624549
2620,"""AFGE""",26.87,26.8,-0.260513584
2621,"""AFGH""",26.2,26.38,0.687022901
2622,"""AMH""",19.16,19.98,4.279749478
2623,"""AIG""",48.79,49.82,2.111088338
2624,"""ARL""",5.97,6.84,14.57286432
2625,"""ARA""",27.67,28.4,2.638236357
2626,"""AWR""",42.28,42.43,0.354777673
2627,"""AMT""",108.89,110.8,1.754063734
2628,"""AVD""",13.91,14.41,3.594536305
2629,"""AWK""",81.71,82.12,0.501774569
2630,"""AMP""",85.52,85.7,0.210477081
2631,"""ABC""",73.85,75.32,1.990521327
2632,"""ANFI""",7.19,7.58,5.424200278
2633,"""AMN""",37.73,37.91,0.477073946
2634,"""AP""",10.67,10.73,0.562324274
2635,"""APH""",55.52,55.84,0.576368876
2636,"""AXR""",4.75,4.94,4
2637,"""AME""",43.88,44.71,1.891522334
2638,"""FINS""",0.76,0.75,-1.315789474
2639,"""AU""",17.45,17.19,-1.489971347
2640,"""BUD""",121.41,123.37,1.61436455
2641,"""AXE""",52,52.37,0.711538462
2642,"""NLY""",10.95,10.91,-0.365296804
2643,"""AM""",25.18,25.99,3.216838761
2644,"""AR""",26.56,27.44,3.313253012
2645,"""ANTM""",124.85,127.05,1.762114537
2646,"""ANH""",4.63,4.64,0.215982721
2647,"""AON""",100.8,103.92,3.095238095
2648,"""APA""",52,54.18,4.192307692
2649,"""AIV""",41.7,42.6,2.158273381
2650,"""APHA""",1.158,1.203,3.886010363
2651,"""ARI""",15.87,15.81,-0.378071834
2652,"""APO""",14.48,15.04,3.867403315
2653,"""AFT""",15.55,15.69,0.900321543
2654,"""AIF""",14.18,14.31,0.916784203
2655,"""APLE""",17.9,18.33,2.402234637
2656,"""AIT""",43.54,43.07,-1.079467157
2657,"""ATR""",74.6,75.69,1.461126005
2658,"""APTV""",59.06,60.72,2.810700982
2659,"""WTR""",34.54,34.69,0.434279097
2660,"""ARMK""",31.64,32.08,1.390644753
2661,"""ABR""",6.71,6.89,2.682563338
2662,"""ARC""",3.83,3.79,-1.044386423
2663,"""MT""",4.38,4.5,2.739726027
2664,"""ARCH""",0.29,0.3,3.448275862
2665,"""ADM""",39.14,40.56,3.628002044
2666,"""AROC""",8.02,8.83,10.09975062
2667,"""ARNC""",20.465,20.982,2.526264354
2668,"""ARCO""",4.59,4.55,-0.871459695
2669,"""ASC""",6.6,7.08,7.272727273
2670,"""AFC""",25.77,25.87,0.388048118
2671,"""ACRE""",11.95,12.04,0.753138075
2672,"""ARDC""",13.57,13.66,0.663227708
2673,"""ARES""",12.35,12.25,-0.809716599
2674,"""AGX""",39.16,39.14,-0.051072523
2675,"""ARGD""",25.7,26.37,2.607003891
2676,"""ARGO""",49.35,49.81,0.932117528
2677,"""ANET""",60.93,62,1.756113573
2678,"""AI""",13.3,12.79,-3.834586466
2679,"""AIC""",21.165,21.66,2.338766832
2680,"""AIW""",21.99,21.25,-3.365165985
2681,"""AHH""",13.2,13.39,1.439393939
2682,"""ARR""",18.87,19.2,1.748807631
2683,"""AFI""",16.8,16.7,-0.595238095
2684,"""AWI""",36.53,37.09,1.532986586
2685,"""ARW""",60.01,60.68,1.116480587
2686,"""AJG""",44.06,45.28,2.76895143
2687,"""APAM""",26.6,26.93,1.240601504
2688,"""ASA""",14.04,14.03,-0.071225071
2689,"""ABG""",51.97,52.13,0.307869925
2690,"""ASX""",5.24,5.42,3.435114504
2691,"""ASGN""",34.08,34.86,2.288732394
2692,"""AHT""",5.07,5.05,-0.394477318
2693,"""ASH""",110.77,110.09,-0.613884626
2694,"""ASPN""",4.51,4.95,9.756097561
2695,"""AMK""",5.11,4.958,-2.974559687
2696,"""ASB""",15.84,16.49,4.103535354
2697,"""AC""",28.25,28.06,-0.672566372
2698,"""AIZ""",81.01,83.17,2.666337489
2699,"""AGO""",23.51,23.82,1.318587835
2700,"""AZN""",27.95,29.09,4.078711986
2701,"""T""",42.03,42.02,-0.023792529
2702,"""TBB""",0.721,0.766,6.241331484
2703,"""TBC""",23800,24000,0.840336134
2704,"""ATTO""",8.82,8.46,-4.081632653
2705,"""ATKR""",15.83,16.04,1.326595073
2706,"""AT""",2.34,2.43,3.846153846
2707,"""ATO""",77.87,78.23,0.462308976
2708,"""ACB""",0.363,0.36,-0.826446281
2709,"""ATHM""",21.8,20.95,-3.899082569
2710,"""ALV""",107.46,110.13,2.484645449
2711,"""AN""",46.07,47,2.018667245
2712,"""AZO""",767.65,790.46,2.97140624
2713,"""AVB""",174.98,177.91,1.674477083
2714,"""AGR""",44.57,45.05,1.076957595
2715,"""AVNS""",31.22,31.2,-0.064061499
2716,"""AVY""",71.11,72,1.251582056
2717,"""AVH""",5.96,6.09,2.181208054
2718,"""AVA""",43.18,43.22,0.092635479
2719,"""AVP""",3.53,3.63,2.83286119
2720,"""AVX""",13.06,13.26,1.531393568
2721,"""AXTA""",25.38,25.6,0.866824271
2722,"""AXS""",51.53,52.11,1.125557927
2723,"""AX""",15.72,16.34,3.944020356
2724,"""AXO""",26.04,25.6,-1.689708141
2725,"""AZZ""",56.1,56.76,1.176470588
2726,"""BGS""",47.35,46.38,-2.048574446
2727,"""BW""",18.94,14.92,-21.2249208
2728,"""BGH""",17.66,17.66,0
2729,"""BMI""",68.51,69.14,0.919573785
2730,"""BBN""",23.97,24.15,0.750938673
2731,"""BLL""",68.34,70.6,3.30699444
2732,"""BANC""",17.77,17.95,1.012943163
2733,"""BBAR""",18.94,20.46,8.025343189
2734,"""BBVA""",5.3,5.44,2.641509434
2735,"""BBD""",6.97,7.37,5.738880918
2736,"""BBDO""",7.37,7.67,4.070556309
2737,"""BCH""",61.35,63.14,2.917685412
2738,"""BLX""",24.61,25.22,2.478667208
2739,"""BSBR""",5.06,5.26,3.95256917
2740,"""BSAC""",17.99,18.61,3.446359088
2741,"""BSMX""",8.16,8.48,3.921568627
2742,"""SAN""",3.69,3.84,4.06504065
2743,"""CIB""",33.13,34.4,3.83338364
2744,"""BXS""",20.54,21.13,2.872444012
2745,"""BAC""",12.18,12.7,4.269293924
2746,"""BOH""",65.12,66.28,1.781326781
2747,"""BMO""",61.35,62.88,2.493887531
2748,"""NTB""",1.15,1.08,-6.086956522
2749,"""BK""",35.88,36.79,2.536231884
2750,"""BNS""",48.04,48.94,1.873438801
2751,"""BKU""",28.13,29.2,3.803768219
2752,"""BCS""",7.03,7.3,3.840682788
2753,"""BBDC""",18.36,18.69,1.797385621
2754,"""MCI""",17.35,17.78,2.478386167
2755,"""MPV""",14.64,14.67,0.204918033
2756,"""BNED""",9.59,9.42,-1.772679875
2757,"""B""",31.38,31.26,-0.382409178
2758,"""GOLD""",21.11,20.63,-2.273803884
2759,"""BAS""",1.46,1.47,0.684931507
2760,"""BHC""",18.73,20,6.780565937
2761,"""BAX""",42.35,43.38,2.432113341
2762,"""BTE""",5.06,5.52,9.090909091
2763,"""BBT""",33.05,34.12,3.237518911
2764,"""BBX""",2.54,2.55,0.393700787
2765,"""BCE""",46.07,46.26,0.412415889
2766,"""BZH""",6.84,7.2,5.263157895
2767,"""BDX""",163.01,164.08,0.656401448
2768,"""BDC""",56.3,56.5,0.355239787
2769,"""BHE""",20.16,20.43,1.339285714
2770,"""BRK.A""",208000,210400,1.153846154
2771,"""BRK.B""",138.5,140.28,1.285198556
2772,"""BHLB""",25.25,25.65,1.584158416
2773,"""BERY""",35.6,36.75,3.230337079
2774,"""BBY""",29.37,30.02,2.213142663
2775,"""BGSF""",15.92,16.85,5.841708543
2776,"""BHP""",26.24,27.33,4.153963415
2777,"""BBL""",22.71,23.88,5.151915456
2778,"""BIG""",49.04,49.68,1.305057096
2779,"""BH""",396.14,393.06,-0.777502903
2780,"""BIO""",137.17,138.74,1.144565138
2781,"""BITA""",25.45,27,6.090373281
2782,"""BKH""",61.9,61.88,-0.032310178
2783,"""BKI""",34.53,35.76,3.562119896
2784,"""BSM""",14.3,15.08,5.454545455
2785,"""BB""",6.29,6.48,3.020667727
2786,"""BFZ""",16.91,16.87,-0.236546422
2787,"""CII""",13.15,13.28,0.988593156
2788,"""BHK""",13.81,13.85,0.289645185
2789,"""HYT""",10.12,10.24,1.185770751
2790,"""BTZ""",12.81,12.87,0.468384075
2791,"""DSU""",10.56,10.62,0.568181818
2792,"""BGR""",13.46,13.85,2.897473997
2793,"""BDJ""",7.52,7.61,1.196808511
2794,"""EGF""",13.75,13.71,-0.290909091
2795,"""FRA""",12.91,12.95,0.309837335
2796,"""BFO""",15.12,15.18,0.396825397
2797,"""BGT""",12.68,12.74,0.47318612
2798,"""BOE""",11.25,11.42,1.511111111
2799,"""BME""",34.47,35.95,4.293588628
2800,"""BAF""",16.15,16.09,-0.371517028
2801,"""BKT""",6.61,6.6,-0.15128593
2802,"""BGY""",5.43,5.53,1.841620626
2803,"""BKN""",17.71,17.76,0.282326369
2804,"""BTA""",12.85,12.83,-0.155642023
2805,"""BZM""",15.88,15.999,0.749370277
2806,"""MHE""",15.6,15.63,0.192307692
2807,"""BIT""",16.23,16.37,0.862600123
2808,"""MUI""",15.22,15.25,0.197109067
2809,"""MNE""",15.972,15.62,-2.203856749
2810,"""MUA""",15.38,15.46,0.520156047
2811,"""BKK""",16.27,16.23,-0.24585126
2812,"""BBK""",17.97,17.96,-0.055648303
2813,"""BBF""",15.75,15.75,0
2814,"""BYM""",15.91,15.92,0.062853551
2815,"""BFK""",15.78,15.79,0.063371356
2816,"""BLE""",16.55,16.56,0.060422961
2817,"""BTT""",24.11,24.3,0.788054749
2818,"""MEN""",12.78,12.74,-0.312989045
2819,"""MUC""",16.28,16.28,0
2820,"""MUH""",16.92,17,0.472813239
2821,"""MHD""",18.84,18.9,0.318471338
2822,"""MFL""",16.07,16.08,0.062227754
2823,"""MUJ""",16.22,16.24,0.123304562
2824,"""MHN""",15.26,15.32,0.393184797
2825,"""MUE""",14.88,14.96,0.537634409
2826,"""MUS""",15.28,15.23,-0.327225131
2827,"""MVT""",18.02,18.02,0
2828,"""MYC""",17.38,17.39,0.057537399
2829,"""MCA""",16.54,16.54,0
2830,"""MYD""",16.08,16,-0.497512438
2831,"""MYF""",16.63,16.78,0.901984366
2832,"""MFT""",15.45,15.49,0.258899676
2833,"""MIY""",15.456,15.46,0.025879917
2834,"""MYJ""",17.15,17.48,1.924198251
2835,"""MYN""",14.32,14.4,0.558659218
2836,"""MPA""",15.72,15.8,0.508905852
2837,"""MQT""",14.46,14.43,-0.20746888
2838,"""MYI""",15.65,15.67,0.127795527
2839,"""MQY""",16.742,16.79,0.286704097
2840,"""BNY""",16.34,16.37,0.183598531
2841,"""BQH""",15.89,16.01,0.755191945
2842,"""BSE""",14.98,14.99,0.066755674
2843,"""BFY""",17.231,17.33,0.574545877
2844,"""BCX""",7.32,7.48,2.18579235
2845,"""BST""",15.92,16.07,0.942211055
2846,"""BSD""",15.53,15.64,0.708306504
2847,"""BUI""",19.83,20.06,1.1598588
2848,"""BHV""",18.459,18.91,2.443252614
2849,"""BLK""",319.54,323.96,1.383238405
2850,"""BGB""",14.02,14.18,1.141226819
2851,"""BGX""",14.7,14.84,0.952380952
2852,"""BSL""",15.7,15.88,1.146496815
2853,"""BCRH""",17.94,17.71,-1.282051282
2854,"""BXG""",9.96,24.3,143.9759036
2855,"""BXC""",7.12,7.06,-0.842696629
2856,"""DHF""",3.28,3.315,1.067073171
2857,"""DMB""",14.34,14.37,0.209205021
2858,"""DSM""",8.99,8.97,-0.22246941
2859,"""LEO""",9.45,9.44,-0.105820106
2860,"""BA""",122.7,123.89,0.969845151
2861,"""BCC""",20.47,20.97,2.442598925
2862,"""BCEI""",1.92,1.96,2.083333333
2863,"""BOOT""",7.94,8.15,2.644836272
2864,"""BAH""",27.73,28.04,1.117922827
2865,"""BWA""",27.69,28.42,2.636330805
2866,"""SAM""",163.86,163.35,-0.311241304
2867,"""BXP""",126.5,128.93,1.920948617
2868,"""BSX""",21.98,22.35,1.683348499
2869,"""BOX""",10.02,10.17,1.497005988
2870,"""BYD""",17.45,17.95,2.865329513
2871,"""BP""",31.99,33.24,3.907471085
2872,"""BPT""",15.27,17.3,13.2940406
2873,"""BRC""",29.1,29,-0.343642612
2874,"""BHR""",14.32,13.3,-7.122905028
2875,"""BDN""",15.75,16.29,3.428571429
2876,"""BWG""",12.52,12.72,1.597444089
2877,"""LND""",3.4,3.55,4.411764706
2878,"""BRFS""",12.75,13.06,2.431372549
2879,"""BGG""",19.84,19.93,0.453629032
2880,"""BFAM""",64.24,64.49,0.389165629
2881,"""BSA""",16.237,16.037,-1.231754634
2882,"""BSIG""",12.88,12.9,0.155279503
2883,"""EAT""",44.98,45.1,0.266785238
2884,"""BCO""",27,27.52,1.925925926
2885,"""BMY""",70.32,72.01,2.403299204
2886,"""BTI""",118.92,123.06,3.481331988
2887,"""BRX""",26.29,26.99,2.662609357
2888,"""BR""",61.6,62.94,2.175324675
2889,"""BKD""",14.67,14.97,2.044989775
2890,"""BAM""",32.1,32.46,1.121495327
2891,"""BBU""",18.5,18.34,-0.864864865
2892,"""INF""",12.08,12.54,3.80794702
2893,"""BIP""",41.87,42.16,0.692620014
2894,"""BEP""",28.88,29.32,1.523545706
2895,"""BRO""",34.82,35.79,2.785755313
2896,"""BRT""",7.14,7.1,-0.56022409
2897,"""BC""",41.82,43.32,3.586800574
2898,"""BKE""",24.49,24.7,0.857492854
2899,"""BVN""",11.31,11.53,1.945181256
2900,"""BBW""",13.16,13.04,-0.911854103
2901,"""BG""",57.16,58.2,1.819454164
2902,"""BURL""",62.25,63.29,1.670682731
2903,"""BWXT""",34.16,34.79,1.844262295
2904,"""GYB""",20.4,20.4,0
2905,"""PFH""",18.5,18.708,1.124324324
2906,"""CABO""",481.54,489.27,1.605266437
2907,"""CBT""",42.46,43.05,1.389543099
2908,"""COG""",24.06,25.99,8.021612635
2909,"""CACI""",87.61,89.05,1.643647985
2910,"""CAE""",12.03,11.88,-1.246882793
2911,"""CAI""",6.92,7.12,2.89017341
2912,"""CAL""",22.84,22.92,0.350262697
2913,"""CRC""",11,12.06,9.636363636
2914,"""CWT""",34.04,34.08,0.117508813
2915,"""CALX""",6.38,6.51,2.037617555
2916,"""ELY""",9.7,9.79,0.927835052
2917,"""CPE""",10.37,11.04,6.460945034
2918,"""CBM""",48.64,50.57,3.967927632
2919,"""CPT""",85.32,85.76,0.515705579
2920,"""CCJ""",10.7,10.54,-1.495327103
2921,"""CPB""",63.57,62.75,-1.289916627
2922,"""CM""",75.63,77.11,1.956895412
2923,"""CNI""",56.4,57.51,1.968085106
2924,"""CNQ""",28.8,29.37,1.979166667
2925,"""CP""",121.01,123.51,2.065944963
2926,"""CAJ""",27.99,28.46,1.679171133
2927,"""CGC""",2.002,2.07,3.396603397
2928,"""CMD""",67.53,67.18,-0.518288168
2929,"""COF""",58.15,59.66,2.596732588
2930,"""CSU""",16.15,16.61,2.848297214
2931,"""BXMT""",26.74,27.04,1.121914734
2932,"""CPRI""",46.19,47.44,2.706213466
2933,"""CMO""",9.5,9.52,0.210526316
2934,"""CRR""",12.32,12.54,1.785714286
2935,"""CAH""",73.69,75.43,2.361243045
2936,"""CRCM""",8.13,8.24,1.35301353
2937,"""CSL""",98.73,101.64,2.947432391
2938,"""KMX""",45.7,46.71,2.210065646
2939,"""CCL""",43.64,43.73,0.206232814
2940,"""CUK""",43.75,44.23,1.097142857
2941,"""CRS""",30.3,30.84,1.782178218
2942,"""CSV""",22.01,22.27,1.181281236
2943,"""CRI""",101.4,102.85,1.429980276
2944,"""CSLT""",3.89,3.95,1.542416452
2945,"""CTLT""",21.29,22.13,3.945514326
2946,"""CAT""",71.38,72.52,1.597086018
2947,"""CATO""",36.5,36.46,-0.109589041
2948,"""CBZ""",10,10,0
2949,"""CBL""",9.13,9.1,-0.328587076
2950,"""IGR""",7.73,7.89,2.069857697
2951,"""CBRE""",24.88,25.69,3.25562701
2952,"""CBS""",50.89,52.07,2.318726665
2953,"""FUN""",57.07,56.95,-0.210268092
2954,"""CDR""",7.07,7.19,1.697312588
2955,"""CE""",61.51,62.64,1.837099659
2956,"""CLS""",9.24,9.27,0.324675325
2957,"""CEL""",5.75,6.12,6.434782609
2958,"""CPAC""",8.57,8.99,4.900816803
2959,"""CX""",5.49,5.69,3.64298725
2960,"""CVE""",13.05,13.32,2.068965517
2961,"""CNC""",67.73,67.81,0.118116049
2962,"""CEN""",11.38,11.63,2.196836555
2963,"""CNP""",23.17,23.62,1.942166595
2964,"""EBR""",3.4,3.88,14.11764706
2965,"""CCS""",16.54,16.55,0.060459492
2966,"""CTL""",26.82,27.84,3.803131991
2967,"""CF""",23.48,24.06,2.470187394
2968,"""GIB""",41.23,41.71,1.164200825
2969,"""CRL""",75.95,78.74,3.673469388
2970,"""CLDT""",20.82,21.34,2.497598463
2971,"""CMCM""",8.87,9.09,2.480270575
2972,"""CHGG""",4.61,4.71,2.169197397
2973,"""CHE""",131.62,132.09,0.357088588
2974,"""CC""",8.44,8.45,0.118483412
2975,"""CHMI""",15.94,15.61,-2.070263488
2976,"""CHK""",4.06,4.28,5.418719212
2977,"""CHKR""",1.96,2.04,4.081632653
2978,"""CPK""",64.48,62.77,-2.651985112
2979,"""CVX""",100.36,101.63,1.2654444
2980,"""CHS""",10.15,10.22,0.689655172
2981,"""CIM""",15.58,15.36,-1.412066752
2982,"""DL""",9.86,9.78,-0.811359026
2983,"""CEA""",25.63,25.39,-0.936402653
2984,"""CHN""",13.76,14,1.744186047
2985,"""CGA""",1.31,1.3,-0.763358779
2986,"""LFC""",10.23,10.53,2.93255132
2987,"""CHL""",54.22,55.48,2.323865732
2988,"""COE""",19.48,20.1,3.18275154
2989,"""SNP""",67.18,69.5,3.453408753
